Fiscal Year,Month (abbv),Component,Region,Area of Responsibility,Unique ID,Count of Officers/Agents
2022,FEB,U.S. Border Patrol,Southern Border,Tucson Sector,220200056,1
2021,APR,U.S. Border Patrol,Southern Border,Del Rio Sector,210400005,1
2019,FEB,U.S. Border Patrol,Southern Border,El Centro Sector,190200008,1
2021,JUN,Office of Field Operations,Southern Border,San Diego Field Office,210600107,1
2022,AUG,U.S. Border Patrol,Southern Border,El Centro Sector,220800036,1
2021,JAN,Air and Marine Operations,Coastal/Interior,Operations Directorate,210100004,1
2022,FEB,U.S. Border Patrol,Southern Border,Tucson Sector,220200060,1
2020,JAN,U.S. Border Patrol,Southern Border,Laredo Sector,200100026,1
2021,MAY,U.S. Border Patrol,Southern Border,El Paso Sector,210500034,1
2021,AUG,U.S. Border Patrol,Southern Border,Tucson Sector,210800066,1
2021,JAN,U.S. Border Patrol,Coastal/Interior,Special Operations Group,210100054,1
2019,FEB,U.S. Border Patrol,Southern Border,Laredo Sector,190200018,1
2022,JUN,U.S. Border Patrol,Southern Border,El Paso Sector,220600025,1
2019,JAN,U.S. Border Patrol,Southern Border,El Centro Sector,190100008,1
2021,AUG,U.S. Border Patrol,Southern Border,El Paso Sector,210800028,1
2019,JUL,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,190700027,1
2020,SEP,Air and Marine Operations,Coastal/Interior,Operations Directorate,200900005,1
2021,JUL,Office of Field Operations,Southern Border,San Diego Field Office,210700078,1
2019,FEB,U.S. Border Patrol,Southern Border,San Diego Sector,190200048,2
2021,AUG,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,210800040,1
2022,FEB,U.S. Border Patrol,Southern Border,Yuma Sector,220200082,2
2019,APR,U.S. Border Patrol,Southern Border,San Diego Sector,190400056,1
2020,OCT,U.S. Border Patrol,Southern Border,Tucson Sector,201000067,1
2022,SEP,U.S. Border Patrol,Southern Border,El Centro Sector,220900032,3
2019,AUG,U.S. Border Patrol,Southern Border,Laredo Sector,190800029,1
2022,JUL,U.S. Border Patrol,Southern Border,Tucson Sector,220700004,2
2020,AUG,U.S. Border Patrol,Southern Border,Del Rio Sector,200800016,1
2020,APR,Office of Field Operations,Southern Border,El Paso Field Office,200400058,2
2021,MAY,U.S. Border Patrol,Southern Border,El Paso Sector,210500033,1
2022,FEB,U.S. Border Patrol,Southern Border,Tucson Sector,220200066,1
2021,NOV,U.S. Border Patrol,Southern Border,El Paso Sector,211100015,1
2019,JUL,Office of Field Operations,Southern Border,Laredo Field Office,190700059,1
2020,JUN,U.S. Border Patrol,Southern Border,El Paso Sector,200600020,2
2020,APR,Office of Field Operations,Southern Border,Laredo Field Office,200400055,1
2019,JUN,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,190600034,1
2020,JAN,U.S. Border Patrol,Southern Border,Tucson Sector,200100057,1
2022,JUN,U.S. Border Patrol,Southern Border,Del Rio Sector,220600013,1
2021,DEC,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,211200025,1
2019,JUL,Office of Field Operations,Southern Border,Laredo Field Office,190700052,1
2020,MAY,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,200500023,1
2019,OCT,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,191000043,1
2020,DEC,Office of Field Operations,Southern Border,Tucson Field Office,201200060,3
2021,AUG,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,210800041,1
2021,APR,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,210400043,1
2022,APR,Office of Field Operations,Southern Border,San Diego Field Office,220400015,1
2020,DEC,U.S. Border Patrol,Southern Border,Tucson Sector,201200047,1
2021,SEP,U.S. Border Patrol,Southern Border,El Centro Sector,210900018,1
2022,AUG,U.S. Border Patrol,Southern Border,Del Rio Sector,220800018,1
2021,MAR,U.S. Border Patrol,Southern Border,San Diego Sector,210300049,1
2019,SEP,Air and Marine Operations,Coastal/Interior,Operations Directorate,190900001,1
2021,MAY,U.S. Border Patrol,Southern Border,Tucson Sector,210500075,1
2022,AUG,U.S. Border Patrol,Southern Border,Tucson Sector,220800082,1
2019,MAR,U.S. Border Patrol,Southern Border,El Centro Sector,190300016,1
2022,JAN,U.S. Border Patrol,Southern Border,Tucson Sector,220100073,1
2020,JUL,U.S. Border Patrol,Southern Border,San Diego Sector,200700055,1
2022,NOV,U.S. Border Patrol,Southern Border,Tucson Sector,221100049,1
2021,SEP,Office of Field Operations,Southern Border,San Diego Field Office,210900079,1
2022,MAR,U.S. Border Patrol,Southern Border,Yuma Sector,220300093,1
2022,JAN,U.S. Border Patrol,Southern Border,Yuma Sector,220100088,2
2022,MAR,U.S. Border Patrol,Southern Border,Del Rio Sector,220300001,1
2022,SEP,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,220900004,2
2019,MAR,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,190300027,1
2019,JAN,U.S. Border Patrol,Southern Border,El Centro Sector,190100010,1
2022,JAN,Office of Field Operations,Southern Border,San Diego Field Office,220100096,1
2022,JUN,U.S. Border Patrol,Southern Border,San Diego Sector,220600041,1
2019,APR,U.S. Border Patrol,Southern Border,Laredo Sector,190400038,2
2021,DEC,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,211200026,1
2022,SEP,U.S. Border Patrol,Southern Border,Tucson Sector,220900090,1
2019,JAN,U.S. Border Patrol,Southern Border,Tucson Sector,190100072,1
2021,MAR,Office of Field Operations,Coastal/Interior,Houston Field Office,210300082,1
2021,APR,U.S. Border Patrol,Southern Border,Laredo Sector,210400038,1
2021,APR,U.S. Border Patrol,Southern Border,El Centro Sector,210400025,1
2019,NOV,U.S. Border Patrol,Southern Border,San Diego Sector,191100039,2
2019,APR,U.S. Border Patrol,Southern Border,El Centro Sector,190400013,1
2022,JUL,U.S. Border Patrol,Southern Border,El Paso Sector,220700032,1
2022,JAN,U.S. Border Patrol,Southern Border,El Paso Sector,220100027,1
2022,MAY,U.S. Border Patrol,Southern Border,Yuma Sector,220500080,1
2019,NOV,Air and Marine Operations,Coastal/Interior,Operations Directorate,191100002,1
2021,NOV,U.S. Border Patrol,Southern Border,Tucson Sector,211100058,1
2022,JAN,U.S. Border Patrol,Southern Border,Laredo Sector,220100033,1
2020,DEC,Office of Field Operations,Southern Border,Laredo Field Office,201200049,1
2021,APR,Office of Field Operations,Southern Border,Laredo Field Office,210400089,1
2021,JUL,U.S. Border Patrol,Southern Border,Tucson Sector,210700051,2
2022,DEC,U.S. Border Patrol,Southern Border,Laredo Sector,221200035,1
2019,NOV,U.S. Border Patrol,Southern Border,Tucson Sector,191100061,1
2020,JUL,U.S. Border Patrol,Coastal/Interior,Special Operations Group,200700074,14
2021,MAY,U.S. Border Patrol,Southern Border,El Paso Sector,210500037,1
2021,MAR,U.S. Border Patrol,Southern Border,San Diego Sector,210300044,1
2020,JAN,U.S. Border Patrol,Southern Border,El Paso Sector,200100020,1
2022,SEP,U.S. Border Patrol,Southern Border,El Centro Sector,220900024,1
2021,AUG,U.S. Border Patrol,Southern Border,San Diego Sector,210800056,2
2022,AUG,U.S. Border Patrol,Southern Border,San Diego Sector,220800071,1
2019,JUN,U.S. Border Patrol,Southern Border,Yuma Sector,190600060,1
2019,JAN,U.S. Border Patrol,Southern Border,Tucson Sector,190100064,1
2020,NOV,Air and Marine Operations,Coastal/Interior,Operations Directorate,201100002,1
2022,JUN,U.S. Border Patrol,Southern Border,Tucson Sector,220600068,1
2019,JUN,U.S. Border Patrol,Southern Border,El Paso Sector,190600024,1
2019,MAR,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,190300030,1
2021,OCT,Air and Marine Operations,Coastal/Interior,Operations Directorate,211000004,1
2021,SEP,U.S. Border Patrol,Southern Border,Yuma Sector,210900076,3
2022,AUG,U.S. Border Patrol,Southern Border,El Paso Sector,220800044,2
2020,APR,U.S. Border Patrol,Southern Border,El Paso Sector,200400022,2
2021,JAN,Office of Field Operations,Southern Border,San Diego Field Office,210100073,1
2022,JUN,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,220600003,1
2021,JAN,Office of Field Operations,Southern Border,Laredo Field Office,210100068,1
2021,MAR,Office of Field Operations,Southern Border,San Diego Field Office,210300077,1
2019,JUN,U.S. Border Patrol,Southern Border,Tucson Sector,190600055,1
2021,JAN,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,210100036,1
2021,MAY,U.S. Border Patrol,Southern Border,Laredo Sector,210500043,1
2020,JUL,U.S. Border Patrol,Southern Border,Tucson Sector,200700078,1
2021,MAY,U.S. Border Patrol,Southern Border,El Centro Sector,210500023,1
2022,APR,U.S. Border Patrol,Southern Border,Tucson Sector,220400092,1
2022,OCT,U.S. Border Patrol,Southern Border,Tucson Sector,221000067,2
2021,APR,U.S. Border Patrol,Southern Border,Tucson Sector,210400080,1
2022,OCT,U.S. Border Patrol,Southern Border,Tucson Sector,221000068,1
2021,NOV,U.S. Border Patrol,Southern Border,Tucson Sector,211100056,1
2021,FEB,U.S. Border Patrol,Southern Border,Laredo Sector,210200029,1
2022,JUN,Air and Marine Operations,Coastal/Interior,Operations Directorate,220600009,1
2019,SEP,U.S. Border Patrol,Southern Border,Tucson Sector,190900049,1
2022,JAN,Air and Marine Operations,Coastal/Interior,Operations Directorate,220100010,1
2019,NOV,Office of Field Operations,Southern Border,San Diego Field Office,191100070,4
2020,NOV,U.S. Border Patrol,Northern Border,Detroit Sector,201100004,1
2022,FEB,U.S. Border Patrol,Southern Border,El Centro Sector,220200014,2
2022,MAR,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,220300052,1
2022,NOV,Office of Field Operations,Southern Border,San Diego Field Office,221100078,1
2020,JUN,U.S. Border Patrol,Southern Border,San Diego Sector,200600034,1
2019,APR,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,190400050,1
2022,SEP,U.S. Border Patrol,Southern Border,San Diego Sector,220900066,1
2021,AUG,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,210800049,1
2022,JUN,U.S. Border Patrol,Southern Border,Del Rio Sector,220600015,1
2019,APR,Office of Field Operations,Southern Border,Laredo Field Office,190400082,1
2022,DEC,U.S. Border Patrol,Southern Border,Yuma Sector,221200076,2
2019,JUN,U.S. Border Patrol,Southern Border,El Centro Sector,190600016,1
2021,FEB,U.S. Border Patrol,Southern Border,Tucson Sector,210200061,1
2022,MAY,U.S. Border Patrol,Southern Border,Yuma Sector,220500082,1
2022,MAY,U.S. Border Patrol,Southern Border,Del Rio Sector,220500013,1
2021,AUG,Office of Field Operations,Southern Border,El Paso Field Office,210800082,2
2020,NOV,U.S. Border Patrol,Southern Border,San Diego Sector,201100049,1
2021,JAN,U.S. Border Patrol,Southern Border,Del Rio Sector,210100007,1
2022,SEP,U.S. Border Patrol,Southern Border,El Centro Sector,220900019,1
2021,JUL,U.S. Border Patrol,Southern Border,San Diego Sector,210700043,1
2021,JAN,U.S. Border Patrol,Southern Border,El Centro Sector,210100020,1
2021,JUL,U.S. Border Patrol,Southern Border,El Centro Sector,210700014,1
2022,FEB,U.S. Border Patrol,Southern Border,San Diego Sector,220200046,1
2022,JUN,U.S. Border Patrol,Northern Border,Detroit Sector,220600017,1
2021,MAY,U.S. Border Patrol,Southern Border,Yuma Sector,210500086,1
2022,FEB,Office of Field Operations,Southern Border,El Paso Field Office,220200098,1
2022,JUL,U.S. Border Patrol,Southern Border,Yuma Sector,220700093,1
2019,DEC,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,191200040,1
2020,SEP,U.S. Border Patrol,Southern Border,Tucson Sector,200900046,1
2021,NOV,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,211100032,1
2022,OCT,U.S. Border Patrol,Southern Border,El Paso Sector,221000019,1
2022,NOV,U.S. Border Patrol,Southern Border,Yuma Sector,221100065,2
2019,JUN,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,190600038,1
2022,MAY,U.S. Border Patrol,Southern Border,Tucson Sector,220500074,2
2022,FEB,U.S. Border Patrol,Southern Border,Laredo Sector,220200020,1
2019,APR,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,190400045,1
2019,MAR,U.S. Border Patrol,Northern Border,Houlton Sector,190300021,1
2020,MAY,U.S. Border Patrol,Southern Border,El Centro Sector,200500013,1
2022,DEC,U.S. Border Patrol,Southern Border,El Paso Sector,221200029,1
2020,OCT,U.S. Border Patrol,Southern Border,San Diego Sector,201000047,1
2021,OCT,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,211000040,1
2021,APR,Office of Field Operations,Southern Border,El Paso Field Office,210400093,1
2022,SEP,U.S. Border Patrol,Southern Border,San Diego Sector,220900074,1
2021,OCT,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,211000039,1
2020,MAR,U.S. Border Patrol,Southern Border,San Diego Sector,200300043,1
2022,AUG,U.S. Border Patrol,Southern Border,Yuma Sector,220800098,1
2022,FEB,U.S. Border Patrol,Southern Border,Tucson Sector,220200079,2
2021,AUG,Office of Field Operations,Southern Border,San Diego Field Office,210800088,1
2021,JUL,U.S. Border Patrol,Southern Border,El Paso Sector,210700020,1
2022,DEC,U.S. Border Patrol,Southern Border,San Diego Sector,221200054,3
2022,AUG,U.S. Border Patrol,Southern Border,San Diego Sector,220800069,1
2022,SEP,U.S. Border Patrol,Southern Border,El Paso Sector,220900038,1
2020,JUL,U.S. Border Patrol,Southern Border,El Centro Sector,200700031,1
2021,JUN,U.S. Border Patrol,Southern Border,San Diego Sector,210600068,1
2020,NOV,U.S. Border Patrol,Southern Border,San Diego Sector,201100056,1
2020,AUG,U.S. Border Patrol,Southern Border,Del Rio Sector,200800013,1
2021,DEC,Office of Field Operations,Southern Border,Laredo Field Office,211200050,1
2019,FEB,U.S. Border Patrol,Southern Border,El Centro Sector,190200010,1
2020,MAY,U.S. Border Patrol,Southern Border,El Centro Sector,200500020,1
2020,JAN,Office of Field Operations,Southern Border,El Paso Field Office,200100071,1
2020,JUL,Air and Marine Operations,Coastal/Interior,Operations Directorate,200700004,1
2020,FEB,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,200200040,1
2022,OCT,U.S. Border Patrol,Southern Border,Tucson Sector,221000071,1
2022,SEP,U.S. Border Patrol,Southern Border,San Diego Sector,220900067,1
2021,JUN,U.S. Border Patrol,Southern Border,El Paso Sector,210600029,1
2021,APR,U.S. Border Patrol,Southern Border,Del Rio Sector,210400012,1
2022,JAN,Air and Marine Operations,Coastal/Interior,Operations Directorate,220100011,1
2021,OCT,U.S. Border Patrol,Southern Border,Del Rio Sector,211000010,1
2019,APR,U.S. Border Patrol,Southern Border,Tucson Sector,190400074,1
2021,JAN,U.S. Border Patrol,Southern Border,Del Rio Sector,210100009,1
2022,NOV,U.S. Border Patrol,Southern Border,San Diego Sector,221100037,1
2021,NOV,U.S. Border Patrol,Southern Border,Tucson Sector,211100065,1
2020,MAY,U.S. Border Patrol,Southern Border,San Diego Sector,200500031,1
2020,DEC,U.S. Border Patrol,Southern Border,El Paso Sector,201200017,2
2020,FEB,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,200200033,1
2020,JUN,U.S. Border Patrol,Southern Border,San Diego Sector,200600032,1
2021,AUG,Office of Field Operations,Coastal/Interior,San Francisco Field Office,210800090,1
2021,SEP,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,210900045,1
2020,JUL,U.S. Border Patrol,Southern Border,El Centro Sector,200700023,1
2022,AUG,U.S. Border Patrol,Southern Border,San Diego Sector,220800062,3
2021,APR,U.S. Border Patrol,Southern Border,Del Rio Sector,210400013,2
2021,FEB,U.S. Border Patrol,Southern Border,San Diego Sector,210200052,1
2022,DEC,U.S. Border Patrol,Southern Border,Del Rio Sector,221200021,1
2021,MAY,U.S. Border Patrol,Southern Border,El Centro Sector,210500025,1
2022,FEB,U.S. Border Patrol,Southern Border,Laredo Sector,220200018,1
2021,OCT,U.S. Border Patrol,Southern Border,Del Rio Sector,211000014,1
2020,NOV,U.S. Border Patrol,Southern Border,El Centro Sector,201100011,1
2022,SEP,U.S. Border Patrol,Southern Border,Tucson Sector,220900092,2
2021,OCT,U.S. Border Patrol,Southern Border,Tucson Sector,211000056,1
2022,JUL,Air and Marine Operations,Coastal/Interior,Operations Directorate,220700008,1
2021,JAN,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,210100046,1
2022,JUL,U.S. Border Patrol,Southern Border,El Centro Sector,220700013,1
2020,MAY,U.S. Border Patrol,Southern Border,Yuma Sector,200500046,1
2021,JUN,U.S. Border Patrol,Southern Border,Del Rio Sector,210600011,1
2020,NOV,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,201100038,2
2020,SEP,U.S. Border Patrol,Southern Border,El Centro Sector,200900022,1
2019,MAR,U.S. Border Patrol,Southern Border,San Diego Sector,190300046,1
2019,JUL,Office of Field Operations,Southern Border,Laredo Field Office,190700058,1
2021,JUN,U.S. Border Patrol,Southern Border,Tucson Sector,210600081,1
2022,APR,U.S. Border Patrol,Southern Border,El Paso Sector,220400039,1
2020,AUG,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,200800042,1
2019,APR,Office of Field Operations,Southern Border,El Paso Field Office,190400093,1
2020,JAN,U.S. Border Patrol,Southern Border,San Diego Sector,200100047,1
2020,AUG,Office of Field Operations,Southern Border,Laredo Field Office,200800066,1
2021,JUL,U.S. Border Patrol,Southern Border,El Centro Sector,210700013,1
2019,JUN,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,190600030,1
2021,JAN,Office of Field Operations,Southern Border,El Paso Field Office,210100069,1
2022,JUN,Office of Field Operations,Coastal/Interior,Houston Field Office,220600088,1
2019,JUN,U.S. Border Patrol,Southern Border,El Paso Sector,190600023,1
