Fiscal Year,Month (abbv),Component,Region,Area of Responsibility,Unique ID,Count of Officers/Agents
2023,FEB,U.S. Border Patrol,Southern Border,El Paso Sector,230200050,1
2023,JUN,U.S. Border Patrol,Southern Border,El Centro Sector,230600013,1
2024,SEP,Air and Marine Operations,Coastal/Interior,Operations Directorate,240900007,1
2023,JAN,U.S. Border Patrol,Southern Border,Yuma Sector,230100089,2
2023,AUG,U.S. Border Patrol,Southern Border,El Centro Sector,230800002,2
2023,MAY,U.S. Border Patrol,Southern Border,San Diego Sector,230500069,1
2023,FEB,U.S. Border Patrol,Southern Border,El Paso Sector,230200049,6
2023,SEP,U.S. Border Patrol,Southern Border,El Paso Sector,230900041,1
2023,JUN,U.S. Border Patrol,Southern Border,El Paso Sector,230600037,1
2024,MAR,U.S. Border Patrol,Southern Border,Tucson Sector,240300046,1
2021,AUG,U.S. Border Patrol,Southern Border,Tucson Sector,210800065,1
2023,JAN,Air and Marine Operations,Coastal/Interior,Operations Directorate,230100009,2
2022,JUN,U.S. Border Patrol,Southern Border,San Diego Sector,220600043,1
2023,DEC,U.S. Border Patrol,Southern Border,El Paso Sector,231200032,1
2021,NOV,U.S. Border Patrol,Southern Border,El Paso Sector,211100018,1
2022,JUL,U.S. Border Patrol,Southern Border,Tucson Sector,220700066,1
2022,NOV,U.S. Border Patrol,Southern Border,San Diego Sector,221100040,1
2023,OCT,U.S. Border Patrol,Southern Border,Tucson Sector,231000031,1
2023,MAY,U.S. Border Patrol,Southern Border,Tucson Sector,230500081,1
2023,MAY,U.S. Border Patrol,Southern Border,Tucson Sector,230500091,1
2022,DEC,U.S. Border Patrol,Southern Border,Laredo Sector,221200039,1
2023,OCT,U.S. Border Patrol,Southern Border,San Diego Sector,231000117,1
2021,JUN,U.S. Border Patrol,Southern Border,El Paso Sector,210600028,1
2022,APR,U.S. Border Patrol,Southern Border,Del Rio Sector,220400020,1
2023,MAR,U.S. Border Patrol,Southern Border,El Paso Sector,230300048,6
2024,AUG,U.S. Border Patrol,Southern Border,El Paso Sector,240800024,2
2021,SEP,Air and Marine Operations,Coastal/Interior,Operations Directorate,210900008,1
2022,APR,U.S. Border Patrol,Southern Border,San Diego Sector,220400080,1
2022,MAY,U.S. Border Patrol,Southern Border,San Diego Sector,220500049,1
2022,APR,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,220400071,1
2021,NOV,Air and Marine Operations,Coastal/Interior,Operations Directorate,211100002,1
2021,JUL,Office of Field Operations,Southern Border,El Paso Field Office,210700070,3
2024,MAY,Air and Marine Operations,Coastal/Interior,Operations Directorate,240500006,1
2022,FEB,U.S. Border Patrol,Southern Border,Tucson Sector,220200062,1
2022,APR,U.S. Border Patrol,Southern Border,El Paso Sector,220400045,1
2022,MAR,U.S. Border Patrol,Southern Border,Del Rio Sector,220300018,1
2022,NOV,U.S. Border Patrol,Southern Border,San Diego Sector,221100042,1
2022,MAR,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,220300049,1
2021,JUL,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,210700032,1
2023,FEB,U.S. Border Patrol,Southern Border,Tucson Sector,230200090,1
2023,OCT,U.S. Border Patrol,Southern Border,El Centro Sector,231000050,2
2022,NOV,U.S. Border Patrol,Southern Border,Tucson Sector,221100050,1
2022,JAN,U.S. Border Patrol,Southern Border,San Diego Sector,220100053,1
2022,MAY,U.S. Border Patrol,Southern Border,Yuma Sector,220500089,1
2021,DEC,U.S. Border Patrol,Southern Border,San Diego Sector,211200038,1
2023,AUG,U.S. Border Patrol,Southern Border,El Centro Sector,230800041,1
2022,AUG,U.S. Border Patrol,Southern Border,El Centro Sector,220800028,3
2024,MAR,Air and Marine Operations,Coastal/Interior,Operations Directorate,240300005,1
2023,OCT,U.S. Border Patrol,Southern Border,El Centro Sector,231000051,2
2023,APR,U.S. Border Patrol,Southern Border,El Paso Sector,230400033,5
2023,MAR,U.S. Border Patrol,Southern Border,Tucson Sector,230300101,1
2021,APR,Office of Field Operations,Southern Border,El Paso Field Office,210400094,1
2024,APR,U.S. Border Patrol,Southern Border,Tucson Sector,240400067,3
2022,AUG,U.S. Border Patrol,Southern Border,El Paso Sector,220800041,1
2024,JUN,U.S. Border Patrol,Southern Border,Laredo Sector,240600028,1
2022,JUN,U.S. Border Patrol,Southern Border,Big Bend Sector,220600011,1
2024,MAY,Office of Field Operations,Southern Border,Tucson Field Office,240500094,1
2021,FEB,U.S. Border Patrol,Southern Border,Del Rio Sector,210200010,1
2023,APR,U.S. Border Patrol,Southern Border,Yuma Sector,230400092,1
2023,APR,U.S. Border Patrol,Southern Border,El Paso Sector,230400050,1
2022,MAY,Office of Field Operations,Southern Border,Laredo Field Office,220500095,1
2021,OCT,U.S. Border Patrol,Southern Border,El Paso Sector,211000026,1
2022,SEP,U.S. Border Patrol,Southern Border,El Centro Sector,220900026,2
2024,NOV,U.S. Border Patrol,Southern Border,Laredo Sector,241100036,1
2024,OCT,U.S. Border Patrol,Southern Border,Laredo Sector,241000003,1
2023,MAY,U.S. Border Patrol,Southern Border,Tucson Sector,230500082,1
2024,MAR,U.S. Border Patrol,Southern Border,Tucson Sector,240300002,1
2022,FEB,U.S. Border Patrol,Southern Border,Tucson Sector,220200069,2
2021,MAR,U.S. Border Patrol,Southern Border,Tucson Sector,210300064,1
2021,FEB,U.S. Border Patrol,Southern Border,Big Bend Sector,210200006,1
2024,APR,U.S. Border Patrol,Southern Border,El Paso Sector,240400025,1
2024,DEC,U.S. Border Patrol,Southern Border,El Paso Sector,241200027,1
2023,AUG,U.S. Border Patrol,Southern Border,Del Rio Sector,230800030,1
2022,OCT,U.S. Border Patrol,Southern Border,Yuma Sector,221000077,1
2024,APR,U.S. Border Patrol,Southern Border,El Paso Sector,240400029,1
2022,MAR,U.S. Border Patrol,Southern Border,Tucson Sector,220300073,1
2024,APR,U.S. Border Patrol,Southern Border,Del Rio Sector,240400006,1
2024,JAN,U.S. Border Patrol,Southern Border,San Diego Sector,240100048,1
2022,APR,Office of Field Operations,Southern Border,Laredo Field Office,220400014,1
2022,MAY,U.S. Border Patrol,Southern Border,San Diego Sector,220500058,1
2023,JAN,U.S. Border Patrol,Southern Border,Tucson Sector,230100057,1
2022,NOV,Office of Field Operations,Southern Border,San Diego Field Office,221100075,1
2021,MAR,Office of Field Operations,Southern Border,El Paso Field Office,210300076,1
2022,AUG,Air and Marine Operations,Coastal/Interior,Operations Directorate,220800012,1
2022,FEB,U.S. Border Patrol,Southern Border,San Diego Sector,220200041,1
2021,JUN,U.S. Border Patrol,Southern Border,Tucson Sector,210600091,1
2024,JUN,U.S. Border Patrol,Southern Border,Laredo Sector,240600027,3
2022,SEP,Office of Field Operations,Northern Border,Boston Field Office,220900115,1
2024,MAY,U.S. Border Patrol,Southern Border,Del Rio Sector,240500015,1
2021,FEB,U.S. Border Patrol,Southern Border,Del Rio Sector,210200016,1
2024,MAY,U.S. Border Patrol,Southern Border,San Diego Sector,240500070,1
2023,AUG,U.S. Border Patrol,Southern Border,Tucson Sector,230800093,1
2024,MAY,U.S. Border Patrol,Southern Border,El Paso Sector,240500033,1
2022,NOV,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,221100030,1
2023,MAR,U.S. Border Patrol,Southern Border,Tucson Sector,230300096,2
2024,APR,U.S. Border Patrol,Southern Border,El Paso Sector,240400034,1
2023,JAN,U.S. Border Patrol,Southern Border,El Centro Sector,230100023,1
2022,AUG,U.S. Border Patrol,Southern Border,Tucson Sector,220800084,1
2023,DEC,U.S. Border Patrol,Southern Border,Tucson Sector,231200085,1
2023,FEB,U.S. Border Patrol,Southern Border,Laredo Sector,230200056,1
2021,MAY,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,210500052,1
2024,AUG,U.S. Border Patrol,Southern Border,El Centro Sector,240800010,4
2024,NOV,U.S. Border Patrol,Southern Border,San Diego Sector,241100041,1
2021,MAY,U.S. Border Patrol,Southern Border,San Diego Sector,210500063,1
2024,JAN,U.S. Border Patrol,Southern Border,Yuma Sector,240100060,1
2023,NOV,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,231100047,1
2023,NOV,U.S. Border Patrol,Southern Border,El Paso Sector,231100041,1
2021,JAN,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,210100048,1
2023,MAY,U.S. Border Patrol,Southern Border,San Diego Sector,230500062,1
2023,MAR,U.S. Border Patrol,Southern Border,Tucson Sector,230300111,2
2022,JUN,U.S. Border Patrol,Southern Border,Tucson Sector,220600066,1
2023,NOV,U.S. Border Patrol,Southern Border,San Diego Sector,231100068,1
2023,MAY,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,230500056,1
2024,AUG,U.S. Border Patrol,Southern Border,San Diego Sector,240800038,3
2022,FEB,U.S. Border Patrol,Southern Border,San Diego Sector,220200039,3
2022,AUG,U.S. Border Patrol,Southern Border,San Diego Sector,220800078,2
2021,JUN,U.S. Border Patrol,Southern Border,Tucson Sector,210600085,1
2022,JUN,U.S. Border Patrol,Southern Border,Tucson Sector,220600052,1
2023,AUG,Office of Field Operations,Southern Border,El Paso Field Office,230800115,1
2022,JUL,U.S. Border Patrol,Southern Border,El Centro Sector,220700023,1
2022,JUN,U.S. Border Patrol,Southern Border,El Centro Sector,220600022,1
2024,JUL,U.S. Border Patrol,Southern Border,Tucson Sector,240700069,2
2021,MAR,U.S. Border Patrol,Southern Border,Del Rio Sector,210300016,1
2023,AUG,U.S. Border Patrol,Southern Border,Del Rio Sector,230800031,1
2023,DEC,U.S. Border Patrol,Southern Border,El Paso Sector,231200035,1
2022,APR,U.S. Border Patrol,Southern Border,Yuma Sector,220400100,1
2023,MAR,U.S. Border Patrol,Southern Border,Del Rio Sector,230300019,2
2023,SEP,Office of Field Operations,Northern Border,Detroit Field Office,230900007,1
2021,APR,U.S. Border Patrol,Southern Border,San Diego Sector,210400051,1
2022,FEB,U.S. Border Patrol,Southern Border,El Centro Sector,220200012,1
2023,NOV,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,231100048,1
2022,AUG,U.S. Border Patrol,Southern Border,El Centro Sector,220800033,3
2022,JUN,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,220600035,1
2024,SEP,U.S. Border Patrol,Northern Border,Swanton Sector,240900052,1
2024,MAR,U.S. Border Patrol,Southern Border,Tucson Sector,240300045,1
2023,NOV,Office of Field Operations,Southern Border,Laredo Field Office,231100008,1
2022,AUG,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,220800054,1
2022,NOV,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,221100033,1
2021,MAY,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,210500056,1
2022,MAR,U.S. Border Patrol,Southern Border,Tucson Sector,220300074,1
2024,JUN,U.S. Border Patrol,Southern Border,Tucson Sector,240600058,2
2021,AUG,U.S. Border Patrol,Southern Border,Yuma Sector,210800074,1
2024,FEB,Air and Marine Operations,Coastal/Interior,Operations Directorate,240200012,1
2024,DEC,U.S. Border Patrol,Southern Border,San Diego Sector,241200047,2
2023,JUN,U.S. Border Patrol,Southern Border,San Diego Sector,230600061,2
2023,JAN,U.S. Border Patrol,Southern Border,Yuma Sector,230100085,1
2021,JUL,U.S. Border Patrol,Southern Border,El Paso Sector,210700022,1
2024,MAR,U.S. Border Patrol,Southern Border,El Centro Sector,240300014,1
2022,AUG,U.S. Border Patrol,Southern Border,El Paso Sector,220800003,2
2024,NOV,U.S. Border Patrol,Southern Border,Del Rio Sector,241100012,1
2024,JAN,Office of Field Operations,Southern Border,San Diego Field Office,240100071,1
2024,JUN,U.S. Border Patrol,Southern Border,El Centro Sector,240600009,1
2023,SEP,U.S. Border Patrol,Southern Border,Del Rio Sector,230900017,1
2023,FEB,U.S. Border Patrol,Coastal/Interior,Special Operations Group,230200076,1
2022,APR,Air and Marine Operations,Coastal/Interior,Operations Directorate,220400114,1
2021,NOV,U.S. Border Patrol,Southern Border,Laredo Sector,211100026,1
2024,NOV,U.S. Border Patrol,Southern Border,Tucson Sector,241100055,1
2023,AUG,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,230800070,1
2022,SEP,U.S. Border Patrol,Southern Border,Laredo Sector,220900042,1
2024,FEB,Air and Marine Operations,Coastal/Interior,Operations Directorate,240200013,1
2022,OCT,U.S. Border Patrol,Southern Border,El Centro Sector,221000010,1
2021,DEC,Office of Field Operations,Southern Border,Laredo Field Office,211200049,1
2022,AUG,U.S. Border Patrol,Southern Border,San Diego Sector,220800068,1
2023,FEB,U.S. Border Patrol,Southern Border,Tucson Sector,230200081,1
2023,MAR,U.S. Border Patrol,Southern Border,Tucson Sector,230300120,1
2021,JUN,U.S. Border Patrol,Southern Border,Tucson Sector,210600078,3
2022,AUG,U.S. Border Patrol,Southern Border,Tucson Sector,220800090,1
2024,JUL,U.S. Border Patrol,Southern Border,Laredo Sector,240700003,1
2021,OCT,U.S. Border Patrol,Southern Border,El Paso Sector,211000021,1
2022,JUN,U.S. Border Patrol,Southern Border,El Paso Sector,220600027,2
2021,AUG,U.S. Border Patrol,Southern Border,El Centro Sector,210800013,1
2024,DEC,U.S. Border Patrol,Southern Border,El Centro Sector,241200024,1
2021,AUG,U.S. Border Patrol,Southern Border,El Centro Sector,210800014,1
2021,NOV,U.S. Border Patrol,Southern Border,Tucson Sector,211100061,1
2021,APR,Office of Field Operations,Southern Border,El Paso Field Office,210400092,1
2024,APR,U.S. Border Patrol,Southern Border,El Paso Sector,240400041,1
2021,OCT,U.S. Border Patrol,Southern Border,Laredo Sector,211000032,3
2022,MAR,Air and Marine Operations,Coastal/Interior,Operations Directorate,220300011,1
2024,JUL,U.S. Border Patrol,Southern Border,Laredo Sector,240700040,1
2022,NOV,U.S. Border Patrol,Southern Border,Tucson Sector,221100062,1
2024,FEB,Office of Field Operations,Southern Border,Laredo Field Office,240200093,1
2021,SEP,Office of Field Operations,Southern Border,Laredo Field Office,210900080,1
2021,JUL,U.S. Border Patrol,Southern Border,San Diego Sector,210700039,1
2022,SEP,U.S. Border Patrol,Southern Border,Tucson Sector,220900096,1
2021,OCT,U.S. Border Patrol,Southern Border,Tucson Sector,211000057,1
2023,JUL,Air and Marine Operations,Coastal/Interior,Operations Directorate,230700008,1
2022,MAY,U.S. Border Patrol,Southern Border,Yuma Sector,220500087,1
2023,FEB,U.S. Border Patrol,Southern Border,Tucson Sector,230200079,1
2021,SEP,U.S. Border Patrol,Southern Border,Tucson Sector,210900056,1
2023,JUN,U.S. Border Patrol,Southern Border,Laredo Sector,230600047,1
2023,MAR,Office of Field Operations,Coastal/Interior,Tampa Field Office,230300123,1
2021,JUL,U.S. Border Patrol,Southern Border,Tucson Sector,210700053,1
2023,OCT,U.S. Border Patrol,Southern Border,San Diego Sector,231000025,1
2021,APR,U.S. Border Patrol,Southern Border,El Paso Sector,210400029,1
2022,FEB,U.S. Border Patrol,Southern Border,El Paso Sector,220200016,2
2022,MAR,U.S. Border Patrol,Southern Border,El Paso Sector,220300037,1
2023,FEB,U.S. Border Patrol,Southern Border,El Paso Sector,230200027,1
2024,DEC,U.S. Border Patrol,Southern Border,Tucson Sector,241200054,1
2023,JAN,U.S. Border Patrol,Southern Border,Tucson Sector,230100075,2
2022,JAN,U.S. Border Patrol,Southern Border,Yuma Sector,220100089,1
2022,OCT,U.S. Border Patrol,Southern Border,San Diego Sector,221000054,1
2024,MAY,U.S. Border Patrol,Southern Border,Tucson Sector,240500083,1
2024,JAN,Air and Marine Operations,Coastal/Interior,Operations Directorate,240100007,1
2024,APR,U.S. Border Patrol,Southern Border,San Diego Sector,240400001,1
2022,FEB,U.S. Border Patrol,Southern Border,San Diego Sector,220200035,1
2023,NOV,U.S. Border Patrol,Southern Border,Tucson Sector,231100095,1
2023,AUG,U.S. Border Patrol,Southern Border,El Centro Sector,230800038,1
2022,MAY,U.S. Border Patrol,Southern Border,Laredo Sector,220500029,1
2022,SEP,U.S. Border Patrol,Southern Border,San Diego Sector,220900077,1
2023,FEB,U.S. Border Patrol,Southern Border,El Paso Sector,230200042,1
2023,DEC,Air and Marine Operations,Coastal/Interior,Operations Directorate,231200011,3
2023,JUL,U.S. Border Patrol,Southern Border,El Paso Sector,230700026,1
2022,MAY,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,220500042,1
2024,JAN,U.S. Border Patrol,Northern Border,Buffalo Sector,240100010,1
2022,JUL,U.S. Border Patrol,Southern Border,San Diego Sector,220700052,1
2021,JAN,U.S. Border Patrol,Southern Border,San Diego Sector,210100055,8
2023,AUG,U.S. Border Patrol,Southern Border,Laredo Sector,230800064,2
2022,MAR,Office of Field Operations,Coastal/Interior,Houston Field Office,220300102,2
2024,JAN,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,240100044,1
2024,JUL,U.S. Border Patrol,Southern Border,Tucson Sector,240700066,1
2021,JAN,U.S. Border Patrol,Southern Border,Tucson Sector,210100057,3
2022,JUN,U.S. Border Patrol,Southern Border,Tucson Sector,220600062,1
2023,FEB,Air and Marine Operations,Coastal/Interior,Operations Directorate,230200008,1
2023,MAR,U.S. Border Patrol,Southern Border,Tucson Sector,230300107,1
2023,MAR,U.S. Border Patrol,Southern Border,Del Rio Sector,230300018,1
2021,NOV,U.S. Border Patrol,Southern Border,Tucson Sector,211100064,2
2021,SEP,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,210900041,1
2022,NOV,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,221100034,1
2022,AUG,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,220800058,1
2022,NOV,Air and Marine Operations,Coastal/Interior,Operations Directorate,221100007,1
2022,OCT,U.S. Border Patrol,Southern Border,Laredo Sector,221000035,1
2023,APR,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,230400065,2
2023,NOV,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,231100050,1
2024,FEB,U.S. Border Patrol,Southern Border,San Diego Sector,240200059,1
2022,APR,U.S. Border Patrol,Southern Border,Tucson Sector,220400084,1
2023,JUL,U.S. Border Patrol,Southern Border,Tucson Sector,230700077,1
2021,MAY,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,210500050,1
2022,APR,U.S. Border Patrol,Southern Border,El Centro Sector,220400032,4
2022,JUL,U.S. Border Patrol,Southern Border,El Paso Sector,220700028,1
2021,JAN,U.S. Border Patrol,Southern Border,Del Rio Sector,210100013,1
2023,SEP,U.S. Border Patrol,Southern Border,Del Rio Sector,230900016,1
2023,FEB,U.S. Border Patrol,Southern Border,Yuma Sector,230200111,1
2022,APR,U.S. Border Patrol,Southern Border,Del Rio Sector,220400023,1
2023,APR,U.S. Border Patrol,Southern Border,San Diego Sector,230400075,1
2023,FEB,U.S. Border Patrol,Southern Border,El Paso Sector,230200052,7
2021,NOV,U.S. Border Patrol,Southern Border,El Paso Sector,211100017,1
2021,APR,U.S. Border Patrol,Southern Border,San Diego Sector,210400060,1
2024,MAY,U.S. Border Patrol,Southern Border,San Diego Sector,240500072,1
2022,MAY,U.S. Border Patrol,Southern Border,San Diego Sector,220500057,1
2023,JUL,U.S. Border Patrol,Southern Border,Big Bend Sector,230700010,1
2021,MAR,U.S. Border Patrol,Southern Border,Tucson Sector,210300058,3
2021,FEB,U.S. Border Patrol,Southern Border,San Diego Sector,210200050,1
2023,APR,U.S. Border Patrol,Southern Border,Laredo Sector,230400054,1
2024,APR,U.S. Border Patrol,Southern Border,El Centro Sector,240400020,1
2024,MAR,Office of Field Operations,Southern Border,Tucson Field Office,240300074,1
2022,DEC,Office of Field Operations,Southern Border,San Diego Field Office,221200095,1
2023,MAY,U.S. Border Patrol,Southern Border,El Centro Sector,230500026,1
2023,MAR,Office of Field Operations,Southern Border,Tucson Field Office,230300133,1
2021,MAR,U.S. Border Patrol,Southern Border,San Diego Sector,210300046,1
2023,NOV,U.S. Border Patrol,Southern Border,San Diego Sector,231100064,1
2024,MAR,Office of Field Operations,Southern Border,San Diego Field Office,240300069,1
2023,MAY,Office of Field Operations,Coastal/Interior,Miami Field Office,230500111,1
2024,NOV,Office of Field Operations,Southern Border,San Diego Field Office,241100067,1
2024,DEC,Office of Field Operations,Northern Border,Buffalo Field Office,241200059,3
2024,SEP,U.S. Border Patrol,Southern Border,San Diego Sector,240900049,1
2021,OCT,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,211000042,1
2024,NOV,U.S. Border Patrol,Southern Border,El Paso Sector,241100028,1
2021,SEP,U.S. Border Patrol,Southern Border,Tucson Sector,210900063,1
2022,OCT,U.S. Border Patrol,Southern Border,El Paso Sector,221000026,1
2023,NOV,U.S. Border Patrol,Southern Border,San Diego Sector,231100057,2
2023,AUG,U.S. Border Patrol,Southern Border,Tucson Sector,230800092,1
2024,MAY,U.S. Border Patrol,Southern Border,San Diego Sector,240500063,1
2024,JAN,U.S. Border Patrol,Southern Border,El Centro Sector,240100018,1
2021,JUL,U.S. Border Patrol,Southern Border,Tucson Sector,210700058,2
2023,JUN,U.S. Border Patrol,Southern Border,El Centro Sector,230600011,3
2023,FEB,U.S. Border Patrol,Southern Border,El Paso Sector,230200031,1
2022,OCT,U.S. Border Patrol,Southern Border,El Paso Sector,221000087,1
2022,MAY,Office of Field Operations,Southern Border,San Diego Field Office,220500105,1
2021,MAR,Office of Field Operations,Southern Border,El Paso Field Office,210300075,1
2024,OCT,U.S. Border Patrol,Southern Border,Tucson Sector,241000004,1
2024,MAY,U.S. Border Patrol,Southern Border,Del Rio Sector,240500001,1
2021,APR,U.S. Border Patrol,Southern Border,Tucson Sector,210400074,1
2023,OCT,U.S. Border Patrol,Southern Border,Tucson Sector,231000087,2
2021,JAN,U.S. Border Patrol,Southern Border,San Diego Sector,210100050,1
2022,OCT,U.S. Border Patrol,Southern Border,San Diego Sector,221000057,1
2021,APR,U.S. Border Patrol,Southern Border,San Diego Sector,210400054,2
2022,JUL,U.S. Border Patrol,Southern Border,El Paso Sector,220700031,1
2022,JAN,Air and Marine Operations,Coastal/Interior,Operations Directorate,220100006,1
2024,OCT,U.S. Border Patrol,Southern Border,Tucson Sector,241000067,1
2021,JUL,U.S. Border Patrol,Southern Border,San Diego Sector,210700041,1
2022,SEP,U.S. Border Patrol,Southern Border,Del Rio Sector,220900001,1
2022,JUN,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,220600039,1
2024,NOV,Office of Field Operations,Southern Border,San Diego Field Office,241100066,1
2022,FEB,U.S. Border Patrol,Southern Border,Tucson Sector,220200070,1
2021,FEB,Office of Field Operations,Northern Border,Detroit Field Office,210200077,1
2022,JUN,U.S. Border Patrol,Southern Border,Yuma Sector,220600070,1
2021,JUL,U.S. Border Patrol,Southern Border,Laredo Sector,210700035,1
2022,JUL,U.S. Border Patrol,Southern Border,El Paso Sector,220700038,1
2023,SEP,U.S. Border Patrol,Southern Border,Tucson Sector,230900081,1
2021,JUN,U.S. Border Patrol,Southern Border,Laredo Sector,210600046,1
2024,SEP,U.S. Border Patrol,Southern Border,El Paso Sector,240900025,1
2023,JAN,U.S. Border Patrol,Southern Border,El Centro Sector,230100020,2
2023,SEP,U.S. Border Patrol,Southern Border,El Paso Sector,230900040,2
2021,MAY,Office of Field Operations,Southern Border,San Diego Field Office,210500093,1
2022,OCT,U.S. Border Patrol,Southern Border,El Centro Sector,221000011,1
2022,JUL,U.S. Border Patrol,Southern Border,El Centro Sector,220700018,2
2023,MAR,U.S. Border Patrol,Southern Border,El Paso Sector,230300034,1
2024,NOV,Office of Field Operations,Southern Border,Laredo Field Office,241100064,1
2024,JAN,U.S. Border Patrol,Southern Border,San Diego Sector,240100049,1
2023,AUG,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,230800072,1
2021,OCT,U.S. Border Patrol,Southern Border,Tucson Sector,211000058,1
2023,FEB,U.S. Border Patrol,Southern Border,El Paso Sector,230200111,4
2022,JAN,U.S. Border Patrol,Southern Border,Tucson Sector,220100080,1
2023,MAR,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,230300068,1
2022,JAN,U.S. Border Patrol,Southern Border,Tucson Sector,220100082,1
2024,FEB,U.S. Border Patrol,Southern Border,Tucson Sector,240200080,3
2023,SEP,U.S. Border Patrol,Southern Border,San Diego Sector,230900056,1
2023,APR,U.S. Border Patrol,Southern Border,Del Rio Sector,230400016,1
2023,AUG,U.S. Border Patrol,Southern Border,Laredo Sector,230800063,2
2022,JAN,U.S. Border Patrol,Southern Border,San Diego Sector,220100054,2
2021,APR,U.S. Border Patrol,Southern Border,El Paso Sector,210400028,1
2021,NOV,U.S. Border Patrol,Southern Border,Tucson Sector,211100066,1
2021,FEB,U.S. Border Patrol,Southern Border,Tucson Sector,210200064,4
2023,NOV,U.S. Border Patrol,Southern Border,Yuma Sector,231100007,2
2021,SEP,U.S. Border Patrol,Southern Border,El Centro Sector,210900015,3
2022,JUN,U.S. Border Patrol,Southern Border,Laredo Sector,220600032,1
2022,SEP,U.S. Border Patrol,Southern Border,El Centro Sector,220900035,1
2023,FEB,U.S. Border Patrol,Southern Border,El Paso Sector,230200030,1
2021,DEC,U.S. Border Patrol,Southern Border,Laredo Sector,211200022,1
2024,MAY,U.S. Border Patrol,Southern Border,El Centro Sector,240500026,3
2024,APR,U.S. Border Patrol,Southern Border,El Paso Sector,240400036,1
2023,FEB,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,230200064,1
2022,NOV,U.S. Border Patrol,Southern Border,Tucson Sector,221100048,1
2021,MAY,U.S. Border Patrol,Southern Border,Laredo Sector,210500046,1
2021,JUN,U.S. Border Patrol,Northern Border,Detroit Sector,210600016,1
2021,FEB,U.S. Border Patrol,Southern Border,Del Rio Sector,210200011,1
2023,JAN,U.S. Border Patrol,Southern Border,Tucson Sector,230100061,1
2023,JUN,U.S. Border Patrol,Southern Border,Yuma Sector,230600080,1
2022,FEB,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,220200032,1
2024,JUN,U.S. Border Patrol,Southern Border,El Paso Sector,240600022,1
2023,MAY,U.S. Border Patrol,Southern Border,El Paso Sector,230500035,1
2024,OCT,U.S. Border Patrol,Southern Border,El Centro Sector,241000029,2
2023,FEB,U.S. Border Patrol,Southern Border,El Paso Sector,230200036,1
2024,JUL,Air and Marine Operations,Coastal/Interior,Operations Directorate,240700008,1
2021,FEB,U.S. Border Patrol,Southern Border,San Diego Sector,210200048,1
2022,JUL,U.S. Border Patrol,Southern Border,El Paso Sector,220700033,1
2022,MAR,U.S. Border Patrol,Southern Border,Tucson Sector,220300082,1
2021,APR,U.S. Border Patrol,Southern Border,Tucson Sector,210400077,1
2024,OCT,U.S. Border Patrol,Northern Border,Detroit Sector,241000023,1
2022,APR,U.S. Border Patrol,Southern Border,El Paso Sector,220400112,1
2023,SEP,U.S. Border Patrol,Southern Border,San Diego Sector,230900055,1
2024,MAR,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,240300030,1
2023,MAY,U.S. Border Patrol,Southern Border,El Paso Sector,230500048,1
2023,APR,U.S. Border Patrol,Southern Border,El Paso Sector,230400040,1
2024,JAN,Office of Field Operations,Southern Border,Laredo Field Office,240100064,1
2024,APR,U.S. Border Patrol,Southern Border,Tucson Sector,240400061,2
2023,SEP,U.S. Border Patrol,Southern Border,Tucson Sector,230900079,1
2024,DEC,U.S. Border Patrol,Southern Border,Tucson Sector,241200053,1
2024,DEC,U.S. Border Patrol,Southern Border,El Centro Sector,241200022,1
2024,OCT,U.S. Border Patrol,Coastal/Interior,New Orleans Sector,241000045,1
2022,MAR,Air and Marine Operations,Coastal/Interior,Operations Directorate,220300009,1
2024,NOV,U.S. Border Patrol,Southern Border,El Centro Sector,241100014,1
2022,AUG,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,220800051,1
